Time,ai0,ai2,ai1,ai3,
0,9.993891e-03,-1.078880e-01,-6.023302e-03,-6.690393e-03,
1.000000e-01,2.361052e-03,-1.104337e-01,1.609610e-03,6.030850e-03,
2.000000e-01,-2.727508e-03,-1.104337e-01,6.698218e-03,9.423527e-04,
3.000000e-01,-5.271788e-03,-1.078880e-01,1.609610e-03,-1.601896e-03,
4.000000e-01,9.993891e-03,-1.027966e-01,-3.478998e-03,-4.146144e-03,
5.000000e-01,-5.271788e-03,-1.078880e-01,6.698218e-03,-1.601896e-03,
6.000000e-01,-5.271788e-03,-1.104337e-01,6.698218e-03,-1.601896e-03,
7.000000e-01,-1.832280e-04,-1.078880e-01,1.609610e-03,9.423527e-04,
8.000000e-01,2.361052e-03,-1.155251e-01,1.609610e-03,-1.601896e-03,
9.000000e-01,-1.832280e-04,-1.129794e-01,1.609610e-03,9.423527e-04,
1,9.993891e-03,-1.078880e-01,-3.478998e-03,-9.234641e-03,
1.100000e+00,9.993891e-03,-1.104337e-01,-3.478998e-03,9.423527e-04,
1.200000e+00,-5.271788e-03,-1.104337e-01,6.698218e-03,9.423527e-04,
1.300000e+00,2.361052e-03,-1.155251e-01,-9.346940e-04,9.423527e-04,
1.400000e+00,2.361052e-03,-1.129794e-01,1.609610e-03,-6.690393e-03,
1.500000e+00,9.993891e-03,-1.155251e-01,-6.023302e-03,-6.690393e-03,
1.600000e+00,-5.271788e-03,-1.155251e-01,1.609610e-03,9.423527e-04,
1.700000e+00,9.993891e-03,-1.180708e-01,-6.023302e-03,9.423527e-04,
1.800000e+00,4.905332e-03,-1.180708e-01,-3.478998e-03,-6.690393e-03,
1.900000e+00,-2.727508e-03,-1.257078e-01,6.698218e-03,8.575098e-03,
2,-1.832280e-04,-1.155251e-01,-9.346940e-04,-1.601896e-03,
2.100000e+00,-5.271788e-03,-1.282535e-01,6.698218e-03,6.030850e-03,
2.200000e+00,-1.832280e-04,-1.129794e-01,-9.346940e-04,-6.690393e-03,
2.300000e+00,-1.832280e-04,-1.104337e-01,-6.023302e-03,-4.146144e-03,
2.400000e+00,2.361052e-03,-1.180708e-01,-9.346940e-04,9.423527e-04,
2.500000e+00,7.449612e-03,-1.155251e-01,-6.023302e-03,9.423527e-04,
2.600000e+00,-5.271788e-03,-1.129794e-01,9.242522e-03,6.030850e-03,
2.700000e+00,-5.271788e-03,-1.206165e-01,6.698218e-03,8.575098e-03,
2.800000e+00,-1.832280e-04,-1.129794e-01,1.609610e-03,-1.601896e-03,
2.900000e+00,-7.816068e-03,-1.078880e-01,6.698218e-03,9.423527e-04,
3,9.993891e-03,-1.027966e-01,-6.023302e-03,9.423527e-04,
3.100000e+00,2.361052e-03,-1.180708e-01,4.153914e-03,6.030850e-03,
3.200000e+00,-1.832280e-04,-1.104337e-01,1.609610e-03,9.423527e-04,
3.300000e+00,2.361052e-03,-1.206165e-01,-9.346940e-04,6.030850e-03,
3.400000e+00,-5.271788e-03,-1.053423e-01,6.698218e-03,9.423527e-04,
3.500000e+00,-1.832280e-04,-1.027966e-01,1.609610e-03,-1.601896e-03,
3.600000e+00,7.449612e-03,-1.078880e-01,-6.023302e-03,9.423527e-04,
3.700000e+00,-1.832280e-04,-1.027966e-01,1.609610e-03,-1.601896e-03,
3.800000e+00,-1.832280e-04,-1.053423e-01,1.609610e-03,9.423527e-04,
3.900000e+00,-5.271788e-03,-1.002509e-01,6.698218e-03,-6.690393e-03,
4,9.993891e-03,-1.129794e-01,-6.023302e-03,3.486601e-03,
4.100000e+00,-5.271788e-03,-1.027966e-01,1.178683e-02,9.423527e-04,
4.200000e+00,-1.832280e-04,-1.053423e-01,6.698218e-03,9.423527e-04,
4.300000e+00,-7.816068e-03,-1.129794e-01,6.698218e-03,6.030850e-03,
4.400000e+00,-5.271788e-03,-1.053423e-01,6.698218e-03,9.423527e-04,
4.500000e+00,-1.832280e-04,-1.027966e-01,-9.346940e-04,9.423527e-04,
4.600000e+00,9.993891e-03,-1.078880e-01,-6.023302e-03,9.423527e-04,
4.700000e+00,2.361052e-03,-1.078880e-01,1.609610e-03,6.030850e-03,
4.800000e+00,-5.271788e-03,-9.515949e-02,-9.346940e-04,-9.234641e-03,
4.900000e+00,-1.832280e-04,-9.515949e-02,-9.346940e-04,-6.690393e-03,
5,9.993891e-03,-1.002509e-01,-6.023302e-03,9.423527e-04,
5.100000e+00,-1.832280e-04,-1.027966e-01,-9.346940e-04,-1.601896e-03,
5.200000e+00,-5.271788e-03,-9.515949e-02,6.698218e-03,9.423527e-04,
5.300000e+00,2.361052e-03,-9.261379e-02,1.609610e-03,-6.690393e-03,
5.400000e+00,2.361052e-03,-9.515949e-02,-9.346940e-04,9.423527e-04,
5.500000e+00,9.993891e-03,-9.515949e-02,-3.478998e-03,6.030850e-03,
5.600000e+00,2.361052e-03,-1.027966e-01,1.609610e-03,6.030850e-03,
5.700000e+00,-1.832280e-04,-9.770518e-02,-6.023302e-03,6.030850e-03,
5.800000e+00,-1.832280e-04,-9.261379e-02,1.609610e-03,-6.690393e-03,
5.900000e+00,9.993891e-03,-8.752240e-02,-6.023302e-03,-6.690393e-03,
6,-1.832280e-04,-8.752240e-02,1.609610e-03,9.423527e-04,
6.100000e+00,-1.832280e-04,-8.497670e-02,-9.346940e-04,-6.690393e-03,
6.200000e+00,-7.816068e-03,-8.243100e-02,6.698218e-03,9.423527e-04,
6.300000e+00,9.993891e-03,-7.733961e-02,-3.478998e-03,-6.690393e-03,
6.400000e+00,4.905332e-03,-8.243100e-02,-3.478998e-03,-1.601896e-03,
6.500000e+00,-7.816068e-03,-7.479391e-02,6.698218e-03,9.423527e-04,
6.600000e+00,-2.727508e-03,-8.497670e-02,1.609610e-03,9.423527e-04,
6.700000e+00,-1.832280e-04,-8.243100e-02,-9.346940e-04,-1.601896e-03,
6.800000e+00,-2.727508e-03,-7.733961e-02,-9.346940e-04,9.423527e-04,
6.900000e+00,-1.832280e-04,-9.261379e-02,-9.346940e-04,6.030850e-03,
7,2.361052e-03,-8.243100e-02,1.609610e-03,-1.601896e-03,
7.100000e+00,-1.832280e-04,-7.479391e-02,-9.346940e-04,3.486601e-03,
7.200000e+00,-1.832280e-04,-7.224821e-02,-9.346940e-04,-6.690393e-03,
7.300000e+00,-5.271788e-03,-7.988530e-02,9.242522e-03,9.423527e-04,
7.400000e+00,2.361052e-03,-7.224821e-02,-9.346940e-04,-6.690393e-03,
7.500000e+00,-5.271788e-03,-6.970252e-02,-9.346940e-04,-6.690393e-03,
7.600000e+00,-2.727508e-03,-7.479391e-02,-9.346940e-04,9.423527e-04,
7.700000e+00,-1.832280e-04,-7.988530e-02,-9.346940e-04,9.423527e-04,
7.800000e+00,9.993891e-03,-6.461112e-02,-6.023302e-03,-6.690393e-03,
7.900000e+00,1.253817e-02,-7.224821e-02,-6.023302e-03,-1.601896e-03,
8,-1.832280e-04,-6.970252e-02,-9.346940e-04,-6.690393e-03,
8.100000e+00,9.993891e-03,-7.479391e-02,-6.023302e-03,-1.601896e-03,
8.200000e+00,-1.832280e-04,-7.733961e-02,1.609610e-03,9.423527e-04,
8.300000e+00,2.361052e-03,-7.733961e-02,-9.346940e-04,9.423527e-04,
8.400000e+00,2.361052e-03,-6.970252e-02,1.609610e-03,-6.690393e-03,
8.500000e+00,-1.832280e-04,-7.988530e-02,1.609610e-03,6.030850e-03,
8.600000e+00,4.905332e-03,-7.224821e-02,-6.023302e-03,-6.690393e-03,
8.700000e+00,9.993891e-03,-6.970252e-02,-3.478998e-03,-1.601896e-03,
8.800000e+00,-5.271788e-03,-6.970252e-02,6.698218e-03,9.423527e-04,
8.900000e+00,2.361052e-03,-6.461112e-02,-9.346940e-04,9.423527e-04,
9,2.361052e-03,-6.715682e-02,-9.346940e-04,-6.690393e-03,
9.100000e+00,2.361052e-03,-7.224821e-02,6.698218e-03,-1.601896e-03,
9.200000e+00,-1.832280e-04,-7.224821e-02,-9.346940e-04,9.423527e-04,
9.300000e+00,-5.271788e-03,-6.715682e-02,6.698218e-03,9.423527e-04,
9.400000e+00,-1.832280e-04,-6.715682e-02,-9.346940e-04,-6.690393e-03,
9.500000e+00,-1.832280e-04,-6.715682e-02,1.609610e-03,9.423527e-04,
9.600000e+00,1.253817e-02,-6.970252e-02,-3.478998e-03,9.423527e-04,
9.700000e+00,9.993891e-03,-6.970252e-02,-9.346940e-04,9.423527e-04,
9.800000e+00,2.361052e-03,-7.224821e-02,1.609610e-03,-1.601896e-03,
9.900000e+00,2.361052e-03,-6.715682e-02,6.698218e-03,9.423527e-04,
10,2.361052e-03,-5.697403e-02,1.609610e-03,-1.601896e-03,
1.010000e+01,-1.832280e-04,-5.951973e-02,-9.346940e-04,9.423527e-04,
1.020000e+01,9.993891e-03,-6.970252e-02,-6.023302e-03,9.423527e-04,
1.030000e+01,2.361052e-03,-5.951973e-02,-9.346940e-04,-6.690393e-03,
1.040000e+01,-1.832280e-04,-6.461112e-02,-9.346940e-04,9.423527e-04,
1.050000e+01,-5.271788e-03,-6.461112e-02,6.698218e-03,9.423527e-04,
1.060000e+01,9.993891e-03,-6.206543e-02,-6.023302e-03,9.423527e-04,
1.070000e+01,-5.271788e-03,-6.715682e-02,6.698218e-03,9.423527e-04,
1.080000e+01,9.993891e-03,-5.697403e-02,-6.023302e-03,-4.146144e-03,
1.090000e+01,-1.832280e-04,-5.697403e-02,1.609610e-03,-4.146144e-03,
11,2.361052e-03,-6.461112e-02,1.609610e-03,9.423527e-04,
1.110000e+01,9.993891e-03,-6.715682e-02,-6.023302e-03,-6.690393e-03,
1.120000e+01,-5.271788e-03,-6.461112e-02,6.698218e-03,3.486601e-03,
1.130000e+01,-7.816068e-03,-5.697403e-02,6.698218e-03,-1.601896e-03,
1.140000e+01,2.361052e-03,-5.697403e-02,1.609610e-03,-1.601896e-03,
1.150000e+01,-5.271788e-03,-6.206543e-02,6.698218e-03,9.423527e-04,
1.160000e+01,9.993891e-03,-5.951973e-02,-3.478998e-03,9.423527e-04,
1.170000e+01,-1.832280e-04,-5.951973e-02,1.609610e-03,-6.690393e-03,
1.180000e+01,-1.832280e-04,-4.933694e-02,1.609610e-03,-6.690393e-03,
1.190000e+01,9.993891e-03,-6.461112e-02,-9.346940e-04,8.575098e-03,
12,-5.271788e-03,-5.442834e-02,-9.346940e-04,9.423527e-04,
1.210000e+01,7.449612e-03,-5.697403e-02,-6.023302e-03,9.423527e-04,
1.220000e+01,9.993891e-03,-5.442834e-02,-3.478998e-03,9.423527e-04,
1.230000e+01,2.361052e-03,-6.206543e-02,-9.346940e-04,6.030850e-03,
1.240000e+01,9.993891e-03,-5.697403e-02,-6.023302e-03,-6.690393e-03,
1.250000e+01,-5.271788e-03,-4.679125e-02,6.698218e-03,-4.146144e-03,
1.260000e+01,2.361052e-03,-5.188264e-02,-6.023302e-03,-6.690393e-03,
